"item-img href","checkedimg2 src","btn","item-brand href","item-brand src","item-rating href","item-rating-num","item-title","item-promo","item-features","item-features 2","item-features 3","item-features 4","item-features 5","item-features 6","item-features 7","item-features 8","item-features 9","item-features 10","price-was-data","price-current 2","price-current 3","price-save-label","price-save-dollar","price-save-percent","price-ship","btn 2","form-checkbox-title","product-price-ship-eligible","product-delivery-title","message-information"
"https://www.newegg.com/p/N82E16883151548","https://c1.neweggimages.com/productimage/nb300/83-151-546-07.jpg","Quick View","https://www.newegg.com/MSI/BrandStore/ID-1312","https://c1.neweggimages.com/brandimage/Brand1312.gif","https://www.newegg.com/p/N82E16883151548#IsFeedbackTab","(90)","MSI Codex R2C Gaming Desktop, Intel Core i7-14700F, GeForce RTX 4060Ti, 32GB Memory (16GB x 2), 2TB M.2 NVMe , USB Type-C, VR-Ready, Windows 11 Home Advanced","","650W 80+ Gold","Power Supply:","2.5Gbps","LAN Speed:","Wi-Fi 6E","WiFi Generation:","16.1"" x 8.4"" x 19.1""","Dimensions (H x W x D):","Codex R2C B14NUD7-285US","Model #:","$1,399.00","1,199",".00","Save:","$200.00","(14%)","Free Shipping","Back order","Compare","","","This product is temporarily out of stock because of high demand, we will replenish it as soon as possible."
"https://www.newegg.com/p/N82E16883151515","https://c1.neweggimages.com/productimage/nb300/83-151-515-21.jpg","Quick View","https://www.newegg.com/MSI/BrandStore/ID-1312","https://c1.neweggimages.com/brandimage/Brand1312.gif","https://www.newegg.com/p/N82E16883151515#IsFeedbackTab","(90)","MSI Codex R2 Gaming PC, Intel Core i5-13400F, GeForce RTX 4060, 16GB DDR5, 1 TB SSD, Windows 11 Home, Codex R2 C13NUC5-266US","","650W 80+ Gold","Power Supply:","2.5Gbps","LAN Speed:","Wi-Fi 6E","WiFi Generation:","16"" x 8.38"" x 19""","Dimensions (H x W x D):","Codex R2 C13NUC5-266US","Model #:","$899.96","885",".02","","","","","Add to cart","Compare","Free Shipping","from United States",""
"https://www.newegg.com/p/N82E16883151512","https://c1.neweggimages.com/productimage/nb300/83-151-512-15.jpg","Quick View","https://www.newegg.com/MSI/BrandStore/ID-1312","https://c1.neweggimages.com/brandimage/Brand1312.gif","https://www.newegg.com/p/N82E16883151512#IsFeedbackTab","(90)","MSI Codex R2 Gaming PC, Intel Core i7-14700F, GeForce RTX 4070, 32GB DDR5, 1 TB M.2 NVMe SSD, Windows 11 Home, Codex R2 C14NUE7-267US","Get Intel Holiday Bundle w/ purchase, limited offer","650W 80+ Gold","Power Supply:","2.5Gbps","LAN Speed:","Wi-Fi 7","WiFi Generation:","8.4"" x 16.1"" x 19.1""","Dimensions (H x W x D):","Codex R2 C14NUE7-267US","Model #:","$1,599.00","1,349",".00","Save:","$250.00","(15%)","","Add to cart","Compare","Free Shipping","from United States",""
"https://www.newegg.com/p/N82E16883151546","https://c1.neweggimages.com/productimage/nb300/83-151-546-07.jpg","Quick View","https://www.newegg.com/MSI/BrandStore/ID-1312","https://c1.neweggimages.com/brandimage/Brand1312.gif","https://www.newegg.com/p/N82E16883151546#IsFeedbackTab","(90)","MSI Codex R2 Gaming Desktop PC, Intel Core i5-14400F, GeForce RTX 4060, 32GB DDR5, 2 TB SSD, Windows 11 Home, Codex R2C B14NUC5-286US","","650W 80+ Gold","Power Supply:","2.5Gbps","LAN Speed:","Wi-Fi 6E","WiFi Generation:","16"" x 8.38"" x 19""","Dimensions (H x W x D):","Codex R2C B14NUC5-286US","Model #:","$1,099.00","959",".00","Save:","$140.00","(12%)","$13.91 Shipping","Back order","Compare","","","This product is temporarily out of stock because of high demand, we will replenish it as soon as possible."
"https://www.newegg.com/yeyian-ypi-pg37f0b-47s1n-phoenix-glass/p/N82E16883630049","https://c1.neweggimages.com/productimage/nb300/83-630-049-07.jpg","Quick View","https://www.newegg.com/YEYIAN/BrandStore/ID-207638","https://c1.neweggimages.com/brandimage/Brand207638.gif","https://www.newegg.com/yeyian-ypi-pg37f0b-47s1n-phoenix-glass/p/N82E16883630049#IsFeedbackTab","(85)","Yeyian Gaming Desktop PHOENIX GLASS YPI-PG37F0B-47S1N Intel Core i7-13700F 16GB DDR5 1 TB PCIe SSD GeForce RTX 4070 SUPER Windows 11 Home 64-bit","Get Intel Holiday Bundle w/ purchase, limited offer","GeForce RTX 4070 SUPER","GPU/VGA Type:","Intel Core i7-13700F","CPU Name:","16GB DDR5","Memory Capacity:","Windows 11 Home 64-bit","Operating System:","YPI-PG37F0B-47S1N","Model #:","$1,799.99","1,359",".99","Save:","$440.00","(24%)","","Add to cart","Compare","Free Shipping","from United States",""
"https://www.newegg.com/yeyian-ypi-pg37f0c-48s1n-phoenix-glass/p/N82E16883630056","https://c1.neweggimages.com/productimage/nb300/83-630-056-08.jpg","Quick View","https://www.newegg.com/YEYIAN/BrandStore/ID-207638","https://c1.neweggimages.com/brandimage/Brand207638.gif","https://www.newegg.com/yeyian-ypi-pg37f0c-48s1n-phoenix-glass/p/N82E16883630056#IsFeedbackTab","(85)","Yeyian Phoenix Glass Gaming Desktop PC, Intel Core i7 13700F, Nvidia GeForce RTX 4080 SUPER, 32GB DDR5 6000MHz RGB, 1TB SSD, Windows 11 Home 64-bit, YPI-PG37F0C-48S1N","Get Intel Holiday Bundle w/ purchase, limited offer","GeForce RTX 4080 SUPER","GPU/VGA Type:","Intel Core i7-13700F","CPU Name:","32GB DDR5","Memory Capacity:","Windows 11 Home 64-bit","Operating System:","YPI-PG37F0C-48S1N","Model #:","$2,499.99","1,899",".99","Save:","$600.00","(24%)","","Add to cart","Compare","Free Shipping","from United States",""
"https://www.newegg.com/yeyian-ypi-pg39kfc-47y1n-phoenix-glass/p/N82E16883630055","https://c1.neweggimages.com/productimage/nb300/83-630-055-12.jpg","Quick View","https://www.newegg.com/YEYIAN/BrandStore/ID-207638","https://c1.neweggimages.com/brandimage/Brand207638.gif","https://www.newegg.com/yeyian-ypi-pg39kfc-47y1n-phoenix-glass/p/N82E16883630055#IsFeedbackTab","(85)","Yeyian Phoenix Glass Gaming PC, Intel Core i9-13900KF, GeForce RTX 4070 Ti Super - AI Accelerated, 32GB DDR5 6000MHz RGB, 360mm AIO, 1TB SSD, 750W PSU, Windows 11 Home, YPI-PG39KFC-47Y1N","","GeForce RTX 4070 Ti SUPER","GPU/VGA Type:","Intel Core i9-13900KF","CPU Name:","32GB DDR5","Memory Capacity:","Windows 11 Home 64-bit","Operating System:","YPI-PG39KFC-47Y1N","Model #:","$2,499.99","1,889",".99","Save:","$610.00","(24%)","Free Shipping","Back order","Compare","","",""
"https://www.newegg.com/yeyian-ypi-pg47kfc-47y1n-phoenix-glass/p/N82E16883630051","https://c1.neweggimages.com/productimage/nb300/83-630-051-07.jpg","Quick View","https://www.newegg.com/YEYIAN/BrandStore/ID-207638","https://c1.neweggimages.com/brandimage/Brand207638.gif","https://www.newegg.com/yeyian-ypi-pg47kfc-47y1n-phoenix-glass/p/N82E16883630051#IsFeedbackTab","(85)","Yeyian Phoenix Glass Gaming Desktop, Intel Core i7-14700KF (3.40GHz) 14th Gen, NVIDIA GeForce RTX 4070 Ti SUPER AI Accelerated, 32GB DDR5, 1TB SSD, Windows 11 Home 64-bit, YPI-PG47KFC-47Y1N","Get Intel Holiday Bundle w/ purchase, limited offer","GeForce RTX 4070 Ti SUPER","GPU/VGA Type:","Intel Core i7-14700KF","CPU Name:","32GB DDR5","Memory Capacity:","Windows 11 Home 64-bit","Operating System:","YPI-PG47KFC-47Y1N","Model #:","$2,299.99","1,799",".99","Save:","$500.00","(21%)","","Add to cart","Compare","Free Shipping","from United States",""
"https://www.newegg.com/yeyian-ypi-pg49kfc-47y1n-phoenix-glass/p/N82E16883630052","https://c1.neweggimages.com/productimage/nb300/83-630-052-09.jpg","Quick View","https://www.newegg.com/YEYIAN/BrandStore/ID-207638","https://c1.neweggimages.com/brandimage/Brand207638.gif","https://www.newegg.com/yeyian-ypi-pg49kfc-47y1n-phoenix-glass/p/N82E16883630052#IsFeedbackTab","(85)","Yeyian Phoenix Glass Gaming Desktop PC, Intel Core i9 14900KF, Nvidia GeForce RTX 4070 Ti SUPER, 32GB DDR5, 2TB SSD, Windows 11 Home 64-bit, YPI-PG49KFC-47Y1N","","GeForce RTX 4070 Ti SUPER","GPU/VGA Type:","Intel Core i9-14900KF","CPU Name:","32GB DDR5","Memory Capacity:","Windows 11 Home 64-bit","Operating System:","YPI-PG49KFC-47Y1N","Model #:","$2,699.99","1,989",".99","Save:","$710.00","(26%)","Free Shipping","Back order","Compare","","",""
"https://www.newegg.com/yeyian-ypi-pg47f0c-47s1n-yumi/p/N82E16883630046","https://c1.neweggimages.com/productimage/nb300/83-630-046-03.jpg","Quick View","https://www.newegg.com/YEYIAN/BrandStore/ID-207638","https://c1.neweggimages.com/brandimage/Brand207638.gif","https://www.newegg.com/yeyian-ypi-pg47f0c-47s1n-yumi/p/N82E16883630046#IsFeedbackTab","(85)","Yeyian Phoenix Glass Gaming Desktop PC, Intel Core i7-14700F, Nvidia GeForce RTX 4070 SUPER, 32GB DDR5, 1TB PCIe SSD, Windows 11 Home 64-bit, YPI-PG47F0C-47S1N","","GeForce RTX 4070 SUPER","GPU/VGA Type:","Intel Core i7-14700F","CPU Name:","32GB DDR5","Memory Capacity:","Windows 11 Home 64-bit","Operating System:","YPI-PG47F0C-47S1N","Model #:","$2,099.99","1,459",".99","Save:","$640.00","(30%)","Free Shipping","Back order","Compare","","",""
"https://www.newegg.com/yeyian-ypi-pm49kfc-48s1n-phoenix-mesh/p/N82E16883630054","https://c1.neweggimages.com/productimage/nb300/83-630-054-11.jpg","Quick View","https://www.newegg.com/YEYIAN/BrandStore/ID-207638","https://c1.neweggimages.com/brandimage/Brand207638.gif","https://www.newegg.com/yeyian-ypi-pm49kfc-48s1n-phoenix-mesh/p/N82E16883630054#IsFeedbackTab","(85)","Yeyian Phoenix Iron Mesh Gaming Desktop PC, Intel Core i9 14900KF, Nvidia RTX 4080 SUPER, 32GB DDR5 6000MHz, 2TB SSD, Windows 11 Home 64-bit, YPI-PM49KFC-48S1N","","GeForce RTX 4080 SUPER","GPU/VGA Type:","Intel Core i9-14900KF","CPU Name:","32GB DDR5","Memory Capacity:","Windows 11 Home 64-bit","Operating System:","YPI-PM49KFC-48S1N","Model #:","$2,999.99","2,289",".99","Save:","$710.00","(23%)","Free Shipping","Back order","Compare","","",""
"https://www.newegg.com/yeyian-ypi-pg47kfc-48s1n-phoenix-glass/p/N82E16883630053","https://c1.neweggimages.com/productimage/nb300/83-630-053-07.jpg","Quick View","https://www.newegg.com/YEYIAN/BrandStore/ID-207638","https://c1.neweggimages.com/brandimage/Brand207638.gif","https://www.newegg.com/yeyian-ypi-pg47kfc-48s1n-phoenix-glass/p/N82E16883630053#IsFeedbackTab","(85)","Yeyian Phoenix Glass Gaming Desktop PC, Intel Core i7 14700KF, Nvidia GeForce RTX 4080 SUPER, 32GB DDR5 6000MHz RGB, 2TB SSD, Windows 11 Home 64-bit, YPI-PG47KFC-48S1N","","GeForce RTX 4080 SUPER","GPU/VGA Type:","Intel Core i7-14700KF","CPU Name:","32GB DDR5","Memory Capacity:","Windows 11 Home 64-bit","Operating System:","YPI-PG47KFC-48S1N","Model #:","$2,699.99","2,099",".99","Save:","$600.00","(22%)","Free Shipping","Back order","Compare","","",""
"https://www.newegg.com/acer-n50-640-ur13-nitro-50/p/N82E16883101874","https://c1.neweggimages.com/productimage/nb300/83-101-874-03.jpg","Quick View","https://www.newegg.com/Acer-America/BrandStore/ID-1146","https://c1.neweggimages.com/brandimage/Brand1146.gif","https://www.newegg.com/acer-n50-640-ur13-nitro-50/p/N82E16883101874#IsFeedbackTab","(84)","Acer Gaming Desktop Nitro 50 N50-640-UR13 Intel Core i5-12400F 16GB DDR4 1TB HDD 512 GB PCIe SSD GeForce RTX 3050 Windows 11 Home 64-bit","","GeForce RTX 3050","GPU/VGA Type:","Intel Core i5-12400F","CPU Name:","16GB DDR4","Memory Capacity:","1TB","HDD:","DG.E30AA.004","Model #:","","1,423",".99","","","","","Add to cart","Compare","Free Shipping","from United States",""
